Tid,Pris
2022-09-07 09:50:00,3.533
2022-09-07 09:55:00,3.514
2022-09-07 10:00:00,3.495
2022-09-07 10:05:00,3.482
2022-09-07 10:10:00,3.47
2022-09-07 10:15:00,3.458
2022-09-07 10:20:00,3.446
2022-09-07 10:25:00,3.434
2022-09-07 10:30:00,3.422
2022-09-07 10:35:00,3.41
2022-09-07 10:40:00,3.398
2022-09-07 10:45:00,3.385
2022-09-07 10:50:00,3.373
2022-09-07 10:55:00,3.361
2022-09-07 11:00:00,3.349
2022-09-07 11:05:00,3.314
2022-09-07 11:10:00,3.278
2022-09-07 11:15:00,3.242
2022-09-07 11:20:00,3.207
2022-09-07 11:25:00,3.171
2022-09-07 11:30:00,3.136
2022-09-07 11:35:00,3.1
2022-09-07 11:40:00,3.065
2022-09-07 11:45:00,3.029
2022-09-07 11:50:00,2.993
2022-09-07 11:55:00,2.958
2022-09-07 12:00:00,2.922
2022-09-07 12:05:00,2.921
2022-09-07 12:10:00,2.919
2022-09-07 12:15:00,2.917
2022-09-07 12:20:00,2.916
2022-09-07 12:25:00,2.914
2022-09-07 12:30:00,2.913
2022-09-07 12:35:00,2.911
2022-09-07 12:40:00,2.909
2022-09-07 12:45:00,2.908
2022-09-07 12:50:00,2.906
2022-09-07 12:55:00,2.905
2022-09-07 13:00:00,2.903
2022-09-07 13:05:00,2.907
2022-09-07 13:10:00,2.911
2022-09-07 13:15:00,2.915
2022-09-07 13:20:00,2.918
2022-09-07 13:25:00,2.922
2022-09-07 13:30:00,2.926
2022-09-07 13:35:00,2.93
2022-09-07 13:40:00,2.934
2022-09-07 13:45:00,2.938
2022-09-07 13:50:00,2.942
2022-09-07 13:55:00,2.946
2022-09-07 14:00:00,2.95
2022-09-07 14:05:00,2.952
2022-09-07 14:10:00,2.954
2022-09-07 14:15:00,2.956
2022-09-07 14:20:00,2.958
2022-09-07 14:25:00,2.96
2022-09-07 14:30:00,2.962
2022-09-07 14:35:00,2.964
2022-09-07 14:40:00,2.966
2022-09-07 14:45:00,2.968
2022-09-07 14:50:00,2.97
2022-09-07 14:55:00,2.972
2022-09-07 15:00:00,2.974
2022-09-07 15:05:00,3.002
2022-09-07 15:10:00,3.03
2022-09-07 15:15:00,3.059
2022-09-07 15:20:00,3.087
2022-09-07 15:25:00,3.115
2022-09-07 15:30:00,3.143
2022-09-07 15:35:00,3.171
2022-09-07 15:40:00,3.199
2022-09-07 15:45:00,3.227
2022-09-07 15:50:00,3.255
2022-09-07 15:55:00,3.283
2022-09-07 16:00:00,3.312
2022-09-07 16:05:00,3.359
2022-09-07 16:10:00,3.406
2022-09-07 16:15:00,3.453
2022-09-07 16:20:00,3.5
2022-09-07 16:25:00,3.547
2022-09-07 16:30:00,3.594
2022-09-07 16:35:00,3.641
2022-09-07 16:40:00,3.688
2022-09-07 16:45:00,3.735
2022-09-07 16:50:00,3.782
2022-09-07 16:55:00,3.829
2022-09-07 17:00:00,3.877
2022-09-07 17:05:00,3.893
2022-09-07 17:10:00,3.91
2022-09-07 17:15:00,3.927
2022-09-07 17:20:00,3.944
2022-09-07 17:25:00,3.961
2022-09-07 17:30:00,3.978
2022-09-07 17:35:00,3.995
2022-09-07 17:40:00,4.012
2022-09-07 17:45:00,4.029
2022-09-07 17:50:00,4.046
2022-09-07 17:55:00,4.063
2022-09-07 18:00:00,4.08
2022-09-07 18:05:00,4.112
2022-09-07 18:10:00,4.143
2022-09-07 18:15:00,4.175
2022-09-07 18:20:00,4.207
2022-09-07 18:25:00,4.239
2022-09-07 18:30:00,4.27
2022-09-07 18:35:00,4.302
2022-09-07 18:40:00,4.334
2022-09-07 18:45:00,4.366
2022-09-07 18:50:00,4.397
2022-09-07 18:55:00,4.429
2022-09-07 19:00:00,4.461
2022-09-07 19:05:00,4.436
2022-09-07 19:10:00,4.41
2022-09-07 19:15:00,4.385
2022-09-07 19:20:00,4.359
2022-09-07 19:25:00,4.334
2022-09-07 19:30:00,4.309
2022-09-07 19:35:00,4.283
2022-09-07 19:40:00,4.258
2022-09-07 19:45:00,4.232
2022-09-07 19:50:00,4.207
2022-09-07 19:55:00,4.182
2022-09-07 20:00:00,4.156
2022-09-07 20:05:00,4.14
2022-09-07 20:10:00,4.124
2022-09-07 20:15:00,4.107
2022-09-07 20:20:00,4.091
2022-09-07 20:25:00,4.074
2022-09-07 20:30:00,4.058
2022-09-07 20:35:00,4.042
2022-09-07 20:40:00,4.025
2022-09-07 20:45:00,4.009
2022-09-07 20:50:00,3.992
2022-09-07 20:55:00,3.976
2022-09-07 21:00:00,3.96
2022-09-07 21:05:00,3.931
2022-09-07 21:10:00,3.903
2022-09-07 21:15:00,3.874
2022-09-07 21:20:00,3.845
2022-09-07 21:25:00,3.817
2022-09-07 21:30:00,3.788
2022-09-07 21:35:00,3.76
2022-09-07 21:40:00,3.731
2022-09-07 21:45:00,3.703
2022-09-07 21:50:00,3.674
2022-09-07 21:55:00,3.645
2022-09-07 22:00:00,3.617
2022-09-07 22:05:00,3.587
2022-09-07 22:10:00,3.558
2022-09-07 22:15:00,3.528
2022-09-07 22:20:00,3.499
2022-09-07 22:25:00,3.469
2022-09-07 22:30:00,3.44
2022-09-07 22:35:00,3.41
2022-09-07 22:40:00,3.381
2022-09-07 22:45:00,3.352
2022-09-07 22:50:00,3.322
2022-09-07 22:55:00,3.293
2022-09-07 23:00:00,3.263
2022-09-07 23:05:00,3.265
2022-09-07 23:10:00,3.267
2022-09-07 23:15:00,3.269
2022-09-07 23:20:00,3.271
2022-09-07 23:25:00,3.273
2022-09-07 23:30:00,3.275
2022-09-07 23:35:00,3.277
2022-09-07 23:40:00,3.279
2022-09-07 23:45:00,3.281
2022-09-07 23:50:00,3.282
2022-09-07 23:55:00,3.284
2022-09-08 00:00:00,3.286
2022-09-08 00:05:00,3.265
2022-09-08 00:10:00,3.244
2022-09-08 00:15:00,3.223
2022-09-08 00:20:00,3.202
2022-09-08 00:25:00,3.18
2022-09-08 00:30:00,3.159
2022-09-08 00:35:00,3.138
2022-09-08 00:40:00,3.117
2022-09-08 00:45:00,3.096
2022-09-08 00:50:00,3.074
2022-09-08 00:55:00,3.053
2022-09-08 01:00:00,3.032
2022-09-08 01:05:00,3.027
2022-09-08 01:10:00,3.023
2022-09-08 01:15:00,3.018
2022-09-08 01:20:00,3.013
2022-09-08 01:25:00,3.009
2022-09-08 01:30:00,3.004
2022-09-08 01:35:00,3.0
2022-09-08 01:40:00,2.995
2022-09-08 01:45:00,2.99
2022-09-08 01:50:00,2.986
2022-09-08 01:55:00,2.981
2022-09-08 02:00:00,2.977
2022-09-08 02:05:00,2.965
2022-09-08 02:10:00,2.954
2022-09-08 02:15:00,2.942
2022-09-08 02:20:00,2.931
2022-09-08 02:25:00,2.92
2022-09-08 02:30:00,2.908
2022-09-08 02:35:00,2.897
2022-09-08 02:40:00,2.885
2022-09-08 02:45:00,2.874
2022-09-08 02:50:00,2.863
2022-09-08 02:55:00,2.851
2022-09-08 03:00:00,2.84
2022-09-08 03:05:00,2.838
2022-09-08 03:10:00,2.837
2022-09-08 03:15:00,2.835
2022-09-08 03:20:00,2.833
2022-09-08 03:25:00,2.832
2022-09-08 03:30:00,2.83
2022-09-08 03:35:00,2.828
2022-09-08 03:40:00,2.827
2022-09-08 03:45:00,2.825
2022-09-08 03:50:00,2.823
2022-09-08 03:55:00,2.822
2022-09-08 04:00:00,2.82
2022-09-08 04:05:00,2.835
2022-09-08 04:10:00,2.851
2022-09-08 04:15:00,2.866
2022-09-08 04:20:00,2.882
2022-09-08 04:25:00,2.897
2022-09-08 04:30:00,2.913
2022-09-08 04:35:00,2.928
2022-09-08 04:40:00,2.943
2022-09-08 04:45:00,2.959
2022-09-08 04:50:00,2.974
2022-09-08 04:55:00,2.99
2022-09-08 05:00:00,3.005
2022-09-08 05:05:00,3.065
2022-09-08 05:10:00,3.125
2022-09-08 05:15:00,3.185
2022-09-08 05:20:00,3.245
2022-09-08 05:25:00,3.304
2022-09-08 05:30:00,3.364
2022-09-08 05:35:00,3.424
2022-09-08 05:40:00,3.484
2022-09-08 05:45:00,3.544
2022-09-08 05:50:00,3.604
2022-09-08 05:55:00,3.664
2022-09-08 06:00:00,3.724
2022-09-08 06:05:00,3.725
2022-09-08 06:10:00,3.727
2022-09-08 06:15:00,3.729
2022-09-08 06:20:00,3.731
2022-09-08 06:25:00,3.733
2022-09-08 06:30:00,3.735
2022-09-08 06:35:00,3.737
2022-09-08 06:40:00,3.739
2022-09-08 06:45:00,3.741
2022-09-08 06:50:00,3.743
2022-09-08 06:55:00,3.745
2022-09-08 07:00:00,3.747
2022-09-08 07:05:00,3.759
2022-09-08 07:10:00,3.77
2022-09-08 07:15:00,3.782
2022-09-08 07:20:00,3.794
2022-09-08 07:25:00,3.806
2022-09-08 07:30:00,3.818
2022-09-08 07:35:00,3.83
2022-09-08 07:40:00,3.841
2022-09-08 07:45:00,3.853
2022-09-08 07:50:00,3.865
2022-09-08 07:55:00,3.877
2022-09-08 08:00:00,3.889
2022-09-08 08:05:00,3.86
2022-09-08 08:10:00,3.831
2022-09-08 08:15:00,3.802
2022-09-08 08:20:00,3.774
2022-09-08 08:25:00,3.745
2022-09-08 08:30:00,3.716
2022-09-08 08:35:00,3.687
2022-09-08 08:40:00,3.658
2022-09-08 08:45:00,3.629
2022-09-08 08:50:00,3.601
2022-09-08 08:55:00,3.572
2022-09-08 09:00:00,3.543
2022-09-08 09:05:00,3.538
2022-09-08 09:10:00,3.533
2022-09-08 09:15:00,3.528
2022-09-08 09:20:00,3.524
2022-09-08 09:25:00,3.519
2022-09-08 09:30:00,3.514
2022-09-08 09:35:00,3.509
2022-09-08 09:40:00,3.504
2022-09-08 09:45:00,3.5
2022-09-08 09:50:00,3.495
2022-09-08 09:55:00,3.49
2022-09-08 10:00:00,3.485
2022-09-08 10:05:00,3.468
2022-09-08 10:10:00,3.451
2022-09-08 10:15:00,3.435
2022-09-08 10:20:00,3.418
2022-09-08 10:25:00,3.401
2022-09-08 10:30:00,3.384
2022-09-08 10:35:00,3.367
2022-09-08 10:40:00,3.35
2022-09-08 10:45:00,3.333
2022-09-08 10:50:00,3.316
2022-09-08 10:55:00,3.299
2022-09-08 11:00:00,3.283
2022-09-08 11:05:00,3.275
2022-09-08 11:10:00,3.267
2022-09-08 11:15:00,3.259
2022-09-08 11:20:00,3.252
2022-09-08 11:25:00,3.244
2022-09-08 11:30:00,3.236
2022-09-08 11:35:00,3.229
2022-09-08 11:40:00,3.221
2022-09-08 11:45:00,3.213
2022-09-08 11:50:00,3.205
2022-09-08 11:55:00,3.198
2022-09-08 12:00:00,3.19
2022-09-08 12:05:00,3.171
2022-09-08 12:10:00,3.151
2022-09-08 12:15:00,3.132
2022-09-08 12:20:00,3.113
2022-09-08 12:25:00,3.094
2022-09-08 12:30:00,3.074
2022-09-08 12:35:00,3.055
2022-09-08 12:40:00,3.036
2022-09-08 12:45:00,3.016
2022-09-08 12:50:00,2.997
2022-09-08 12:55:00,2.978
2022-09-08 13:00:00,2.959
2022-09-08 13:05:00,2.953
2022-09-08 13:10:00,2.947
2022-09-08 13:15:00,2.941
2022-09-08 13:20:00,2.935
2022-09-08 13:25:00,2.929
2022-09-08 13:30:00,2.923
2022-09-08 13:35:00,2.917
2022-09-08 13:40:00,2.911
2022-09-08 13:45:00,2.905
2022-09-08 13:50:00,2.899
2022-09-08 13:55:00,2.893
2022-09-08 14:00:00,2.887
2022-09-08 14:05:00,2.89
2022-09-08 14:10:00,2.893
2022-09-08 14:15:00,2.896
2022-09-08 14:20:00,2.899
2022-09-08 14:25:00,2.902
2022-09-08 14:30:00,2.905
2022-09-08 14:35:00,2.908
2022-09-08 14:40:00,2.911
2022-09-08 14:45:00,2.914
2022-09-08 14:50:00,2.917
2022-09-08 14:55:00,2.919
2022-09-08 15:00:00,2.922
2022-09-08 15:05:00,2.926
2022-09-08 15:10:00,2.929
2022-09-08 15:15:00,2.932
2022-09-08 15:20:00,2.935
2022-09-08 15:25:00,2.938
2022-09-08 15:30:00,2.941
2022-09-08 15:35:00,2.944
2022-09-08 15:40:00,2.947
2022-09-08 15:45:00,2.95
2022-09-08 15:50:00,2.953
2022-09-08 15:55:00,2.956
2022-09-08 16:00:00,2.96
2022-09-08 16:05:00,2.992
2022-09-08 16:10:00,3.024
2022-09-08 16:15:00,3.056
2022-09-08 16:20:00,3.088
2022-09-08 16:25:00,3.121
2022-09-08 16:30:00,3.153
2022-09-08 16:35:00,3.185
2022-09-08 16:40:00,3.217
2022-09-08 16:45:00,3.25
2022-09-08 16:50:00,3.282
2022-09-08 16:55:00,3.314
2022-09-08 17:00:00,3.346
2022-09-08 17:05:00,3.359
2022-09-08 17:10:00,3.371
2022-09-08 17:15:00,3.384
2022-09-08 17:20:00,3.397
2022-09-08 17:25:00,3.409
2022-09-08 17:30:00,3.422
2022-09-08 17:35:00,3.434
2022-09-08 17:40:00,3.447
2022-09-08 17:45:00,3.459
2022-09-08 17:50:00,3.472
2022-09-08 17:55:00,3.485
2022-09-08 18:00:00,3.497
2022-09-08 18:05:00,3.504
2022-09-08 18:10:00,3.511
2022-09-08 18:15:00,3.518
2022-09-08 18:20:00,3.525
2022-09-08 18:25:00,3.532
2022-09-08 18:30:00,3.539
2022-09-08 18:35:00,3.546
2022-09-08 18:40:00,3.553
2022-09-08 18:45:00,3.559
2022-09-08 18:50:00,3.566
2022-09-08 18:55:00,3.573
2022-09-08 19:00:00,3.58
2022-09-08 19:05:00,3.584
2022-09-08 19:10:00,3.587
2022-09-08 19:15:00,3.591
2022-09-08 19:20:00,3.595
2022-09-08 19:25:00,3.598
2022-09-08 19:30:00,3.602
2022-09-08 19:35:00,3.605
2022-09-08 19:40:00,3.609
2022-09-08 19:45:00,3.613
2022-09-08 19:50:00,3.616
2022-09-08 19:55:00,3.62
2022-09-08 20:00:00,3.623
2022-09-08 20:05:00,3.611
2022-09-08 20:10:00,3.599
2022-09-08 20:15:00,3.586
2022-09-08 20:20:00,3.574
2022-09-08 20:25:00,3.562
2022-09-08 20:30:00,3.549
2022-09-08 20:35:00,3.537
2022-09-08 20:40:00,3.524
2022-09-08 20:45:00,3.512
2022-09-08 20:50:00,3.5
2022-09-08 20:55:00,3.487
2022-09-08 21:00:00,3.475
2022-09-08 21:05:00,3.421
2022-09-08 21:10:00,3.367
2022-09-08 21:15:00,3.314
2022-09-08 21:20:00,3.26
2022-09-08 21:25:00,3.206
2022-09-08 21:30:00,3.153
2022-09-08 21:35:00,3.099
2022-09-08 21:40:00,3.045
2022-09-08 21:45:00,2.992
2022-09-08 21:50:00,2.938
2022-09-08 21:55:00,2.884
2022-09-08 22:00:00,2.83
2022-09-08 22:05:00,2.78
2022-09-08 22:10:00,2.73
2022-09-08 22:15:00,2.68
2022-09-08 22:20:00,2.63
2022-09-08 22:25:00,2.579
2022-09-08 22:30:00,2.529
2022-09-08 22:35:00,2.479
2022-09-08 22:40:00,2.429
2022-09-08 22:45:00,2.379
2022-09-08 22:50:00,2.328
2022-09-08 22:55:00,2.278
2022-09-08 23:00:00,2.228
2022-09-08 23:05:00,2.228
2022-09-08 23:10:00,2.228
2022-09-08 23:15:00,2.229
2022-09-08 23:20:00,2.229
2022-09-08 23:25:00,2.229
2022-09-08 23:30:00,2.229
2022-09-08 23:35:00,2.23
2022-09-08 23:40:00,2.23
2022-09-08 23:45:00,2.23
2022-09-08 23:50:00,2.23
2022-09-08 23:55:00,2.231
2022-09-09 00:00:00,2.231
2022-09-09 00:05:00,2.193
2022-09-09 00:10:00,2.154
2022-09-09 00:15:00,2.116
2022-09-09 00:20:00,2.078
2022-09-09 00:25:00,2.039
2022-09-09 00:30:00,2.001
2022-09-09 00:35:00,1.963
2022-09-09 00:40:00,1.924
2022-09-09 00:45:00,1.886
2022-09-09 00:50:00,1.848
2022-09-09 00:55:00,1.81
2022-09-09 01:00:00,1.771
2022-09-09 01:05:00,1.751
2022-09-09 01:10:00,1.73
2022-09-09 01:15:00,1.71
2022-09-09 01:20:00,1.689
2022-09-09 01:25:00,1.668
2022-09-09 01:30:00,1.648
2022-09-09 01:35:00,1.627
2022-09-09 01:40:00,1.607
2022-09-09 01:45:00,1.586
2022-09-09 01:50:00,1.566
2022-09-09 01:55:00,1.545
2022-09-09 02:00:00,1.524
2022-09-09 02:05:00,1.517
2022-09-09 02:10:00,1.509
2022-09-09 02:15:00,1.501
2022-09-09 02:20:00,1.494
2022-09-09 02:25:00,1.486
2022-09-09 02:30:00,1.478
2022-09-09 02:35:00,1.471
2022-09-09 02:40:00,1.463
2022-09-09 02:45:00,1.455
2022-09-09 02:50:00,1.448
2022-09-09 02:55:00,1.44
2022-09-09 03:00:00,1.432
2022-09-09 03:05:00,1.453
2022-09-09 03:10:00,1.475
2022-09-09 03:15:00,1.496
2022-09-09 03:20:00,1.517
2022-09-09 03:25:00,1.538
2022-09-09 03:30:00,1.56
2022-09-09 03:35:00,1.581
2022-09-09 03:40:00,1.602
2022-09-09 03:45:00,1.623
2022-09-09 03:50:00,1.645
2022-09-09 03:55:00,1.666
2022-09-09 04:00:00,1.687
2022-09-09 04:05:00,1.719
2022-09-09 04:10:00,1.751
2022-09-09 04:15:00,1.783
2022-09-09 04:20:00,1.815
2022-09-09 04:25:00,1.848
2022-09-09 04:30:00,1.88
2022-09-09 04:35:00,1.912
2022-09-09 04:40:00,1.944
2022-09-09 04:45:00,1.976
2022-09-09 04:50:00,2.008
2022-09-09 04:55:00,2.04
2022-09-09 05:00:00,2.072
2022-09-09 05:05:00,2.132
2022-09-09 05:10:00,2.192
2022-09-09 05:15:00,2.253
2022-09-09 05:20:00,2.313
2022-09-09 05:25:00,2.373
2022-09-09 05:30:00,2.433
2022-09-09 05:35:00,2.493
2022-09-09 05:40:00,2.553
2022-09-09 05:45:00,2.613
2022-09-09 05:50:00,2.673
2022-09-09 05:55:00,2.733
2022-09-09 06:00:00,2.793
2022-09-09 06:05:00,2.827
2022-09-09 06:10:00,2.862
2022-09-09 06:15:00,2.896
2022-09-09 06:20:00,2.93
2022-09-09 06:25:00,2.965
2022-09-09 06:30:00,2.999
2022-09-09 06:35:00,3.033
2022-09-09 06:40:00,3.068
2022-09-09 06:45:00,3.102
2022-09-09 06:50:00,3.136
2022-09-09 06:55:00,3.171
2022-09-09 07:00:00,3.205
2022-09-09 07:05:00,3.205
2022-09-09 07:10:00,3.205
2022-09-09 07:15:00,3.206
2022-09-09 07:20:00,3.206
2022-09-09 07:25:00,3.206
2022-09-09 07:30:00,3.207
2022-09-09 07:35:00,3.207
2022-09-09 07:40:00,3.207
2022-09-09 07:45:00,3.207
2022-09-09 07:50:00,3.208
2022-09-09 07:55:00,3.208
2022-09-09 08:00:00,3.208
2022-09-09 08:05:00,3.19
2022-09-09 08:10:00,3.172
2022-09-09 08:15:00,3.153
2022-09-09 08:20:00,3.135
2022-09-09 08:25:00,3.116
2022-09-09 08:30:00,3.098
2022-09-09 08:35:00,3.079
2022-09-09 08:40:00,3.061
2022-09-09 08:45:00,3.043
2022-09-09 08:50:00,3.024
2022-09-09 08:55:00,3.006
2022-09-09 09:00:00,2.987
2022-09-09 09:05:00,2.957
2022-09-09 09:10:00,2.927
2022-09-09 09:15:00,2.897
2022-09-09 09:20:00,2.867
2022-09-09 09:25:00,2.837
2022-09-09 09:30:00,2.806
2022-09-09 09:35:00,2.776
2022-09-09 09:40:00,2.746
2022-09-09 09:45:00,2.716
2022-09-09 09:50:00,2.686
2022-09-09 09:55:00,2.656
2022-09-09 10:00:00,2.625
2022-09-09 10:05:00,2.611
2022-09-09 10:10:00,2.597
2022-09-09 10:15:00,2.582
2022-09-09 10:20:00,2.568
2022-09-09 10:25:00,2.554
2022-09-09 10:30:00,2.539
2022-09-09 10:35:00,2.525
2022-09-09 10:40:00,2.51
2022-09-09 10:45:00,2.496
2022-09-09 10:50:00,2.482
2022-09-09 10:55:00,2.467
2022-09-09 11:00:00,2.453
2022-09-09 11:05:00,2.459
2022-09-09 11:10:00,2.465
2022-09-09 11:15:00,2.471
2022-09-09 11:20:00,2.477
2022-09-09 11:25:00,2.484
2022-09-09 11:30:00,2.49
2022-09-09 11:35:00,2.496
2022-09-09 11:40:00,2.502
2022-09-09 11:45:00,2.508
2022-09-09 11:50:00,2.514
2022-09-09 11:55:00,2.52
2022-09-09 12:00:00,2.526
2022-09-09 12:05:00,2.497
2022-09-09 12:10:00,2.468
2022-09-09 12:15:00,2.439
2022-09-09 12:20:00,2.409
2022-09-09 12:25:00,2.38
2022-09-09 12:30:00,2.351
2022-09-09 12:35:00,2.321
2022-09-09 12:40:00,2.292
2022-09-09 12:45:00,2.263
2022-09-09 12:50:00,2.233
2022-09-09 12:55:00,2.204
2022-09-09 13:00:00,2.175
2022-09-09 13:05:00,2.176
2022-09-09 13:10:00,2.177
2022-09-09 13:15:00,2.177
2022-09-09 13:20:00,2.178
2022-09-09 13:25:00,2.179
2022-09-09 13:30:00,2.18
2022-09-09 13:35:00,2.181
2022-09-09 13:40:00,2.182
2022-09-09 13:45:00,2.183
2022-09-09 13:50:00,2.184
2022-09-09 13:55:00,2.184
2022-09-09 14:00:00,2.185
2022-09-09 14:05:00,2.184
2022-09-09 14:10:00,2.182
2022-09-09 14:15:00,2.18
2022-09-09 14:20:00,2.178
2022-09-09 14:25:00,2.176
2022-09-09 14:30:00,2.175
2022-09-09 14:35:00,2.173
2022-09-09 14:40:00,2.171
2022-09-09 14:45:00,2.169
2022-09-09 14:50:00,2.168
2022-09-09 14:55:00,2.166
2022-09-09 15:00:00,2.164
2022-09-09 15:05:00,2.209
2022-09-09 15:10:00,2.255
2022-09-09 15:15:00,2.3
2022-09-09 15:20:00,2.345
2022-09-09 15:25:00,2.391
2022-09-09 15:30:00,2.436
2022-09-09 15:35:00,2.482
2022-09-09 15:40:00,2.527
2022-09-09 15:45:00,2.572
2022-09-09 15:50:00,2.618
2022-09-09 15:55:00,2.663
2022-09-09 16:00:00,2.708
2022-09-09 16:05:00,2.724
2022-09-09 16:10:00,2.74
2022-09-09 16:15:00,2.756
2022-09-09 16:20:00,2.772
2022-09-09 16:25:00,2.788
2022-09-09 16:30:00,2.804
2022-09-09 16:35:00,2.82
2022-09-09 16:40:00,2.836
2022-09-09 16:45:00,2.852
2022-09-09 16:50:00,2.868
2022-09-09 16:55:00,2.884
2022-09-09 17:00:00,2.9
2022-09-09 17:05:00,2.928
2022-09-09 17:10:00,2.956
2022-09-09 17:15:00,2.984
2022-09-09 17:20:00,3.012
2022-09-09 17:25:00,3.04
2022-09-09 17:30:00,3.069
2022-09-09 17:35:00,3.097
2022-09-09 17:40:00,3.125
2022-09-09 17:45:00,3.153
2022-09-09 17:50:00,3.181
2022-09-09 17:55:00,3.209
2022-09-09 18:00:00,3.237
2022-09-09 18:05:00,3.257
2022-09-09 18:10:00,3.277
2022-09-09 18:15:00,3.297
2022-09-09 18:20:00,3.316
2022-09-09 18:25:00,3.336
2022-09-09 18:30:00,3.356
2022-09-09 18:35:00,3.376
2022-09-09 18:40:00,3.396
2022-09-09 18:45:00,3.416
2022-09-09 18:50:00,3.436
2022-09-09 18:55:00,3.455
2022-09-09 19:00:00,3.475
2022-09-09 19:05:00,3.474
2022-09-09 19:10:00,3.472
2022-09-09 19:15:00,3.471
2022-09-09 19:20:00,3.469
2022-09-09 19:25:00,3.468
2022-09-09 19:30:00,3.466
2022-09-09 19:35:00,3.465
2022-09-09 19:40:00,3.464
2022-09-09 19:45:00,3.462
2022-09-09 19:50:00,3.461
2022-09-09 19:55:00,3.459
2022-09-09 20:00:00,3.458
2022-09-09 20:05:00,3.43
2022-09-09 20:10:00,3.402
2022-09-09 20:15:00,3.374
2022-09-09 20:20:00,3.346
2022-09-09 20:25:00,3.318
2022-09-09 20:30:00,3.29
2022-09-09 20:35:00,3.262
2022-09-09 20:40:00,3.234
2022-09-09 20:45:00,3.207
2022-09-09 20:50:00,3.179
2022-09-09 20:55:00,3.151
2022-09-09 21:00:00,3.123
2022-09-09 21:05:00,3.109
2022-09-09 21:10:00,3.096
2022-09-09 21:15:00,3.082
2022-09-09 21:20:00,3.069
2022-09-09 21:25:00,3.056
2022-09-09 21:30:00,3.042
2022-09-09 21:35:00,3.029
2022-09-09 21:40:00,3.015
2022-09-09 21:45:00,3.002
2022-09-09 21:50:00,2.989
2022-09-09 21:55:00,2.975
2022-09-09 22:00:00,2.962
2022-09-09 22:05:00,2.948
2022-09-09 22:10:00,2.933
2022-09-09 22:15:00,2.919
2022-09-09 22:20:00,2.905
2022-09-09 22:25:00,2.891
2022-09-09 22:30:00,2.877
2022-09-09 22:35:00,2.863
2022-09-09 22:40:00,2.848
2022-09-09 22:45:00,2.834
2022-09-09 22:50:00,2.82
2022-09-09 22:55:00,2.806
2022-09-09 23:00:00,2.792
2022-09-09 23:05:00,2.808
2022-09-09 23:10:00,2.823
2022-09-09 23:15:00,2.839
2022-09-09 23:20:00,2.855
2022-09-09 23:25:00,2.871
2022-09-09 23:30:00,2.886
2022-09-09 23:35:00,2.902
2022-09-09 23:40:00,2.918
2022-09-09 23:45:00,2.933
2022-09-09 23:50:00,2.949
2022-09-09 23:55:00,2.965
2022-09-10 00:00:00,2.981
2022-09-10 00:05:00,2.955
2022-09-10 00:10:00,2.929
2022-09-10 00:15:00,2.903
2022-09-10 00:20:00,2.877
2022-09-10 00:25:00,2.851
2022-09-10 00:30:00,2.825
2022-09-10 00:35:00,2.8
2022-09-10 00:40:00,2.774
2022-09-10 00:45:00,2.748
2022-09-10 00:50:00,2.722
2022-09-10 00:55:00,2.696
2022-09-10 01:00:00,2.67
2022-09-10 01:05:00,2.666
2022-09-10 01:10:00,2.662
2022-09-10 01:15:00,2.657
2022-09-10 01:20:00,2.653
2022-09-10 01:25:00,2.649
2022-09-10 01:30:00,2.644
2022-09-10 01:35:00,2.64
2022-09-10 01:40:00,2.635
2022-09-10 01:45:00,2.631
2022-09-10 01:50:00,2.627
2022-09-10 01:55:00,2.622
2022-09-10 02:00:00,2.618
2022-09-10 02:05:00,2.616
2022-09-10 02:10:00,2.613
2022-09-10 02:15:00,2.611
2022-09-10 02:20:00,2.608
2022-09-10 02:25:00,2.606
2022-09-10 02:30:00,2.603
2022-09-10 02:35:00,2.601
2022-09-10 02:40:00,2.598
2022-09-10 02:45:00,2.596
2022-09-10 02:50:00,2.593
2022-09-10 02:55:00,2.591
2022-09-10 03:00:00,2.588
2022-09-10 03:05:00,2.588
2022-09-10 03:10:00,2.588
2022-09-10 03:15:00,2.588
2022-09-10 03:20:00,2.588
2022-09-10 03:25:00,2.588
2022-09-10 03:30:00,2.588
2022-09-10 03:35:00,2.588
2022-09-10 03:40:00,2.588
2022-09-10 03:45:00,2.588
2022-09-10 03:50:00,2.588
2022-09-10 03:55:00,2.588
2022-09-10 04:00:00,2.588
2022-09-10 04:05:00,2.593
2022-09-10 04:10:00,2.598
2022-09-10 04:15:00,2.603
2022-09-10 04:20:00,2.608
2022-09-10 04:25:00,2.613
2022-09-10 04:30:00,2.618
2022-09-10 04:35:00,2.623
2022-09-10 04:40:00,2.628
2022-09-10 04:45:00,2.633
2022-09-10 04:50:00,2.638
2022-09-10 04:55:00,2.643
2022-09-10 05:00:00,2.648
2022-09-10 05:05:00,2.663
2022-09-10 05:10:00,2.679
2022-09-10 05:15:00,2.694
2022-09-10 05:20:00,2.71
2022-09-10 05:25:00,2.726
2022-09-10 05:30:00,2.741
2022-09-10 05:35:00,2.757
2022-09-10 05:40:00,2.773
2022-09-10 05:45:00,2.788
2022-09-10 05:50:00,2.804
2022-09-10 05:55:00,2.82
2022-09-10 06:00:00,2.835
2022-09-10 06:05:00,2.854
2022-09-10 06:10:00,2.872
2022-09-10 06:15:00,2.891
2022-09-10 06:20:00,2.909
